x,y,z
-73.51486206054688,-31.172714233398438,0
-73.3316650390625,-32.70123291015625,0
-73.10279846191406,-34.147857666015625,0
-72.54008483886719,-36.86399841308594,0
-71.89085388183594,-39.45845031738281,0
-70.58932495117188,-44.83161926269531,0
-70.06526947021484,-47.884979248046875,0
-69.86296844482422,-49.563446044921875,0
-69.71117401123047,-51.36595153808594,0
-69.71117401123047,-51.36595153808594,0
-69.71781158447266,-62.057098388671875,0
-70.091064453125,-66.12828063964844,0
-69.95855712890625,-85.21369934082031,0
-69.95855712890625,-85.21369934082031,0
-69.9454574584961,-85.75050354003906,0
-69.90901184082031,-86.28131103515625,0
-69.84983825683594,-86.80604553222656,0
-69.76850128173828,-87.32464599609375,0
-69.66561126708984,-87.83700561523438,0
-69.54176330566406,-88.34306335449219,0
-69.39754486083984,-88.84275817871094,0
-69.23355865478516,-89.33598327636719,0
-69.0503921508789,-89.82267761230469,0
-68.84864807128906,-90.30276489257812,0
-68.62890625,-90.77616882324219,0
-68.39178466796875,-91.24281311035156,0
-67.86772155761719,-92.15550231933594,0
-67.2812271118164,-93.04023742675781,0
-66.63705444335938,-93.89637756347656,0
-65.93995666503906,-94.72331237792969,0
-65.19468688964844,-95.52044677734375,0
-64.406005859375,-96.28713989257812,0
-63.57867431640625,-97.0228271484375,0
-62.717445373535156,-97.72685241699219,0
-61.82707595825195,-98.39860534667969,0
-60.912322998046875,-99.0374755859375,0
-59.02869415283203,-100.214111328125,0
-57.104610443115234,-101.25184631347656,0
-55.17813491821289,-102.14582824707031,0
-53.28730773925781,-102.89103698730469,0
-51.470191955566406,-103.48263549804688,0
-50.601173400878906,-103.71929931640625,0
-49.76484680175781,-103.91569519042969,0
-48.965972900390625,-104.07124328613281,0
-48.209312438964844,-104.185302734375,0
-47.49961853027344,-104.25727844238281,0
-46.841651916503906,-104.28654479980469,0
-46.841651916503906,-104.28654479980469,0
49.23582458496094,-104.29991149902344,0
49.23582458496094,-104.29991149902344,0
83.34324645996094,-104.28654479980469,0
83.34324645996094,-104.28654479980469,0
171.45626831054688,-104.28654479980469,0
